hashtags,retweeted,coordinates,content,followers_count,score,location,retweet_count,listed_count,favorited,utc_offset,description,user_mentions,trackback_author_url,geo_enabled,geo,lang,favourites_count,firstpost_date,url,time_zone,place,trackback_author_nick,trackback_permalink
RareDiseaseDay,False,None,RT @dbarthjones: Ethical to remove rare/genetic diseases in De-identified Data to protect against re-identification? http://t.co/cGRxe9Kzv5…,210,7.018791,Boston,3,13,False,-14400,"http://t.co/S3SZzU26R9 • Open Humans • Harvard PGP, Director of Research • scientist • programmer • open source • open data • participatory science",dbarthjones,http://twitter.com/madprime,True,None,en,33,06/10/14,http://twitter.com/madprime/status/476418835734867968,Eastern Time (US & Canada),None,madprime,http://twitter.com/madprime/status/476418835734867968
RareDiseaseDay,False,None,Read #RareDiseaseDay From @SeqComplete  http://t.co/dOWpIRyAK4,1214,8.386167,"New York, NY",0,39,False,-14400,"Providing competitive intelligence, consulting services, news, & Internet buzz on global #OrphanDrug, #RareDisease, & #BTD developments.",SeqComplete,http://twitter.com/orphandruganau,False,None,en,587,06/10/14,http://twitter.com/orphandruganau/status/476499038817095680,Eastern Time (US & Canada),None,orphandruganau,http://twitter.com/orphandruganau/status/476499038817095680
RareDiseaseDay~RareDisease,False,None,#RareDiseaseDay #RareDisease on Twe http://t.co/3dEtu2lsPw,681,8.429444,,0,30,False,7200,,,http://twitter.com/seqcomplete,False,None,en,44,06/11/14,http://twitter.com/seqcomplete/status/476619846378340352,Ljubljana,None,seqcomplete,http://twitter.com/SeqComplete/status/476619846378340352
RareDiseaseDay,False,None,#RareDiseaseDay is out! http://t.co/t9tpbWUPg3 Stories via @caresfoundation @SDFatPhRMA,681,7.593954,,0,30,False,7200,,caresfoundation~SDFatPhRMA,http://twitter.com/seqcomplete,False,None,en,44,06/11/14,http://twitter.com/seqcomplete/status/476631345528328192,Ljubljana,None,seqcomplete,http://twitter.com/SeqComplete/status/476631345528328192
RareDiseaseDay~RareDisease,False,None,#RareDiseaseDay #RareDisease on Twe http://t.co/3dEtu2lsPw,681,8.501405,,0,30,False,7200,,,http://twitter.com/seqcomplete,False,None,en,44,06/12/14,http://twitter.com/seqcomplete/status/476982234306871296,Ljubljana,None,seqcomplete,http://twitter.com/SeqComplete/status/476982234306871296
RareDiseaseDay,False,None,#RareDiseaseDay is out! http://t.co/t9tpbWUPg3 Stories via @ZHeatherChamp @RareDxResearch,681,8.823232,,1,30,False,7200,,ZHeatherChamp~RareDxResearch,http://twitter.com/seqcomplete,False,None,en,44,06/12/14,http://twitter.com/seqcomplete/status/476993723998670848,Ljubljana,None,seqcomplete,http://twitter.com/SeqComplete/status/476993723998670848
RareDiseaseDay,False,None,RT @SeqComplete: #RareDiseaseDay is out! http://t.co/t9tpbWUPg3 Stories via @ZHeatherChamp @RareDxResearch,1416,7.689437,,1,49,False,-21600,Ask me about Cowden's Syndrome; Lhermitte-Duclos disease (#RareDisease) | Latter-day Saint | #Days | #Previvor | There's a lot to be said for hope and miracles.,SeqComplete~ZHeatherChamp~RareDxResearch,http://twitter.com/zheatherchamp,False,None,en,20585,06/12/14,http://twitter.com/zheatherchamp/status/477072155134267392,Mountain Time (US & Canada),None,zheatherchamp,http://twitter.com/ZHeatherChamp/status/477072155134267392
RareDiseaseDay~rarediseases,False,None,RT @RxProcess: Today is #RareDiseaseDay. The Orphan Drug Act helps millions with #rarediseases access meds they need @rarediseaseday http:/…,1326,7.5580873,"From LI, NY-Living in PA, USA!",52,29,False,None,32 #MetastaticMelanoma Warrior #Cats #History #Politics #CombatSuicide #Rock #Kindle #TVAddict #StarWars My Shows- #Homeland #BeingHuman #TO #Reign & more!,RxProcess~rarediseaseday,http://twitter.com/longislandlaura,False,None,en,13237,06/13/14,http://twitter.com/longislandlaura/status/477319151220842496,None,None,longislandlaura,http://twitter.com/LongIslandLaura/status/477319151220842496
RareDiseaseDay~RareDisease,False,None,#RareDiseaseDay #RareDisease on Twe http://t.co/3dEtu2lsPw,681,8.150755,,0,30,False,7200,,,http://twitter.com/seqcomplete,False,None,en,44,06/13/14,http://twitter.com/seqcomplete/status/477344622503792640,Ljubljana,None,seqcomplete,http://twitter.com/SeqComplete/status/477344622503792640
RareDiseaseDay,False,None,#RareDiseaseDay is out! http://t.co/t9tpbWUPg3 Stories via @Bernardpiggly @HartReikiCURES,681,7.7049694,,0,30,False,7200,,Bernardpiggly~HartReikiCURES,http://twitter.com/seqcomplete,False,None,en,44,06/13/14,http://twitter.com/seqcomplete/status/477356118977830912,Ljubljana,None,seqcomplete,http://twitter.com/SeqComplete/status/477356118977830912
RareDiseaseDay~RareDisease,False,None,#RareDiseaseDay #RareDisease on Twe http://t.co/3dEtu2lsPw,681,8.444749,,0,30,False,7200,,,http://twitter.com/seqcomplete,False,None,en,44,06/14/14,http://twitter.com/seqcomplete/status/477707010474254336,Ljubljana,None,seqcomplete,http://twitter.com/SeqComplete/status/477707010474254336
RareDiseaseDay,False,None,#RareDiseaseDay is out! http://t.co/t9tpbWUPg3 Stories via @MDAcesiaPharma @bar2bar2 @BeFair2Rare,681,7.6304564,,0,30,False,7200,,MDAcesiaPharma~bar2bar2~BeFair2Rare,http://twitter.com/seqcomplete,False,None,en,44,06/14/14,http://twitter.com/seqcomplete/status/477718498123481088,Ljubljana,None,seqcomplete,http://twitter.com/SeqComplete/status/477718498123481088
RareDiseaseDay,False,None,Read #RareDiseaseDay From @SeqComplete ▸  today's top stories via @summerplum @zavuziruhyn @HeartDocSharon http://t.co/dOWpIRyAK4,1214,7.298204,"New York, NY",0,39,False,-14400,"Providing competitive intelligence, consulting services, news, & Internet buzz on global #OrphanDrug, #RareDisease, & #BTD developments.",SeqComplete~summerplum~zavuziruhyn~HeartDocSharon,http://twitter.com/orphandruganau,False,None,en,587,06/14/14,http://twitter.com/orphandruganau/status/477771434056351744,Eastern Time (US & Canada),None,orphandruganau,http://twitter.com/orphandruganau/status/477771434056351744
RareDiseaseDay,False,None,#RareDiseaseDay is out! http://t.co/t9tpbWUPg3 Stories via @JordanHowelll @TweetImmune @Em_L_Hughes,681,7.5159774,,0,30,False,7200,,JordanHowelll~TweetImmune~Em_L_Hughes,http://twitter.com/seqcomplete,False,None,en,44,06/15/14,http://twitter.com/seqcomplete/status/478080887159259136,Ljubljana,None,seqcomplete,http://twitter.com/SeqComplete/status/478080887159259136
RareDiseaseDay~PVNS,False,None,RT @KimberleyJTyler: New Blog Post - I am one in a million - Please read and RT to raise awareness http://t.co/itamN4tOD0 #RareDiseaseDay #…,123,7.2534204,,1,1,False,None,,KimberleyJTyler,http://twitter.com/boogiebigbum85,False,None,en,27,06/15/14,http://twitter.com/boogiebigbum85/status/478139828715155456,None,None,boogiebigbum85,http://twitter.com/boogiebigbum85/status/478139828715155456
RareDiseaseDay,False,None,Read #RareDiseaseDay From @SeqComplete ▸  today's top stories via @CVID_Awareness @CanK30 @gsfoundation http://t.co/dOWpIRyAK4,1214,7.3898745,"New York, NY",0,39,False,-14400,"Providing competitive intelligence, consulting services, news, & Internet buzz on global #OrphanDrug, #RareDisease, & #BTD developments.",SeqComplete~CanK30~gsfoundation,http://twitter.com/orphandruganau,False,None,en,587,06/16/14,http://twitter.com/orphandruganau/status/478354156449587202,Eastern Time (US & Canada),None,orphandruganau,http://twitter.com/orphandruganau/status/478354156449587202
RareDiseaseDay~RareDisease,False,None,#RareDiseaseDay #RareDisease on Twe http://t.co/3dEtu2lsPw,681,8.50153,,0,30,False,7200,,,http://twitter.com/seqcomplete,False,None,en,44,06/16/14,http://twitter.com/seqcomplete/status/478431785349812224,Ljubljana,None,seqcomplete,http://twitter.com/SeqComplete/status/478431785349812224
RareDiseaseDay,False,None,#RareDiseaseDay is out! http://t.co/t9tpbWUPg3 Stories via @LorsonLab @LauraKassem2 @Lakenutrition,681,8.91131,,2,30,False,7200,,LorsonLab~LauraKassem2~Lakenutrition,http://twitter.com/seqcomplete,False,None,en,44,06/16/14,http://twitter.com/seqcomplete/status/478443281731575808,Ljubljana,None,seqcomplete,http://twitter.com/SeqComplete/status/478443281731575808
RareDiseaseDay,False,None,Read #RareDiseaseDay From @SeqComplete ▸  today's top stories via @PurpleReels @mendelspod @CurePanel http://t.co/dOWpIRyAK4,1214,9.379075,"New York, NY",3,39,False,-14400,"Providing competitive intelligence, consulting services, news, & Internet buzz on global #OrphanDrug, #RareDisease, & #BTD developments.",SeqComplete~PurpleReels~mendelspod~CurePanel,http://twitter.com/orphandruganau,False,None,en,587,06/16/14,http://twitter.com/orphandruganau/status/478483372147089408,Eastern Time (US & Canada),None,orphandruganau,http://twitter.com/orphandruganau/status/478483372147089408
RareDiseaseDay,False,None,RT @SeqComplete: #RareDiseaseDay is out! http://t.co/t9tpbWUPg3 Stories via @LorsonLab @LauraKassem2 @Lakenutrition,861,7.3947215,Durham UK,2,31,False,3600,"A Lecturer in Knowledge Exchange in Public Health Durham Uni (Fuse), a Dietitian & a reg Public Health Nutritionist. All views are my own.",SeqComplete~LorsonLab~LauraKassem2~Lakenutrition,http://twitter.com/lakenutrition,True,None,en,361,06/16/14,http://twitter.com/lakenutrition/status/478537484625018881,London,None,lakenutrition,http://twitter.com/Lakenutrition/status/478537484625018881
RareDiseaseDay,False,None,RT @SeqComplete: #RareDiseaseDay is out! http://t.co/t9tpbWUPg3 Stories via @LorsonLab @LauraKassem2 @Lakenutrition,217,7.3947215,,2,6,False,3600,We are a group of parents throughout the world who have experienced a common tragedy - the death of a baby due to Alveolar Capillary Dysplasia (ACD).,SeqComplete~LorsonLab~LauraKassem2~Lakenutrition,http://twitter.com/acdassociation,False,None,en,241,06/16/14,http://twitter.com/acdassociation/status/478537534063276033,London,None,acdassociation,http://twitter.com/ACDAssociation/status/478537534063276033
RareDiseaseDay,False,None,RT @orphandruganau: Read #RareDiseaseDay From @SeqComplete ▸  today's top stories via @PurpleReels @mendelspod @CurePanel http://t.co/dOWpI…,744,7.135031,,3,24,False,None,"into life sciences and arts, politics,
producer of http://t.co/Hf03w5LX",orphandruganau~SeqComplete~PurpleReels~mendelspod~CurePanel,http://twitter.com/ayannamonte,False,None,en,1295,06/16/14,http://twitter.com/ayannamonte/status/478575952436273153,None,None,ayannamonte,http://twitter.com/ayannamonte/status/478575952436273153
RareDiseaseDay,False,None,RT @orphandruganau: Read #RareDiseaseDay From @SeqComplete ▸  today's top stories via @PurpleReels @mendelspod @CurePanel http://t.co/dOWpI…,1487,7.135031,"Los Gatos, CA",3,78,False,-25200,"Telling your stories and those of others in the life science industry.  Genomics, Personalized Medicine, Syn Bio, Biotech, Pharma, Health 2.0.",orphandruganau~SeqComplete~PurpleReels~mendelspod~CurePanel,http://twitter.com/mendelspod,False,None,en,174,06/16/14,http://twitter.com/mendelspod/status/478586326217129984,Pacific Time (US & Canada),None,mendelspod,http://twitter.com/mendelspod/status/478586326217129984
SPS~stemcells~RareDiseaseDay,False,None,RT @orthoville: Stiff Person Syndrome - A rare disorder http://t.co/RBvCZh3GbF #SPS #stemcells #RareDiseaseDay via @orthoville,15,7.2221766,"Toledo, OH",1,0,False,-14400,Please support my attempt at finding a cure for Stiff Person Syndrome. Help fund my chance at a clinical trial that could cure this and share the word too.,orthoville~orthoville,http://twitter.com/laurakassem2,False,None,en,29,06/16/14,http://twitter.com/laurakassem2/status/478673869180391424,Eastern Time (US & Canada),None,laurakassem2,http://twitter.com/LauraKassem2/status/478673869180391424
RareDiseaseDay~RareDisease,False,None,#RareDiseaseDay #RareDisease on Twe http://t.co/3dEtu2lsPw,681,8.501405,,0,30,False,7200,,,http://twitter.com/seqcomplete,False,None,en,44,06/17/14,http://twitter.com/seqcomplete/status/478794174968635393,Ljubljana,None,seqcomplete,http://twitter.com/SeqComplete/status/478794174968635393
RareDiseaseDay,False,None,#RareDiseaseDay is out! http://t.co/t9tpbWUPg3 Stories via @Ericetlydie @LeucineRichBio,681,10.107557,,3,30,False,7200,,Ericetlydie~LeucineRichBio,http://twitter.com/seqcomplete,False,None,en,44,06/18/14,http://twitter.com/seqcomplete/status/479168045433495552,Ljubljana,None,seqcomplete,http://twitter.com/SeqComplete/status/479168045433495552
RareDiseaseDay,False,None,RT @SeqComplete: #RareDiseaseDay is out! http://t.co/t9tpbWUPg3 Stories via @Ericetlydie @LeucineRichBio,636,7.5627055,Bangalore,3,16,False,19800,"Company - NGS Data Analysis, Human Genome Interpretation, Clinical NGS, #RareDiseases #PersonalizedMedicine",SeqComplete~Ericetlydie~LeucineRichBio,http://twitter.com/leucinerichbio,False,None,en,8,06/18/14,http://twitter.com/leucinerichbio/status/479169946664972288,New Delhi,None,leucinerichbio,http://twitter.com/LeucineRichBio/status/479169946664972288
RareDiseaseDay,False,None,RT @SeqComplete: #RareDiseaseDay is out! http://t.co/t9tpbWUPg3 Stories via @Ericetlydie @LeucineRichBio,1870,7.5627055,,3,82,False,None,"• We Deliver Ideas • Non-bias, open policy •",SeqComplete~Ericetlydie~LeucineRichBio,http://twitter.com/_topstories_,False,None,en,1941,06/18/14,http://twitter.com/_topstories_/status/479170211946692608,None,None,_topstories_,http://twitter.com/_TopStories_/status/479170211946692608
RareDiseaseDay,False,None,RT @SeqComplete: #RareDiseaseDay is out! http://t.co/t9tpbWUPg3 Stories via @Ericetlydie @LeucineRichBio,1356,7.5627055,,3,19,False,-7200,"Parents d'enfants malade a pronostique réserve 2 greffes de moelles +1 greffe de sang cordon
1 Bébé Double espoir 1995
2 Enfants Séquelles de Greffes",SeqComplete~Ericetlydie~LeucineRichBio,http://twitter.com/ericetlydie,True,None,fr,3851,06/18/14,http://twitter.com/ericetlydie/status/479170535415615488,Greenland,None,ericetlydie,http://twitter.com/Ericetlydie/status/479170535415615488
RareDiseaseDay,False,None,Read #RareDiseaseDay From @SeqComplete ▸  today's top stories via @iBellieve @btrfly12 @steveffoulkes http://t.co/dOWpIRyAK4,1214,8.212585,"New York, NY",1,39,False,-14400,"Providing competitive intelligence, consulting services, news, & Internet buzz on global #OrphanDrug, #RareDisease, & #BTD developments.",SeqComplete~iBellieve~btrfly12~steveffoulkes,http://twitter.com/orphandruganau,False,None,en,587,06/18/14,http://twitter.com/orphandruganau/status/479397208433774592,Eastern Time (US & Canada),None,orphandruganau,http://twitter.com/orphandruganau/status/479397208433774592
RareDiseaseDay,False,None,RT @orphandruganau: Read #RareDiseaseDay From @SeqComplete ▸  today's top stories via @iBellieve @btrfly12 @steveffoulkes http://t.co/dOWpI…,1250,7.136037,"Dallas, TX",1,64,False,None,"I build communities of purpose. Specialty: healthcare nonprofits. Interests: cancer, volunteerism, women's. Co-founder #gyncsm. Comments & opinions are my own.",orphandruganau~SeqComplete~iBellieve~btrfly12~steveffoulkes,http://twitter.com/btrfly12,False,None,en,1702,06/19/14,http://twitter.com/btrfly12/status/479421156986859520,None,None,btrfly12,http://twitter.com/btrfly12/status/479421156986859520
RareDiseaseDay,False,None,#RareDiseaseDay is out! http://t.co/t9tpbWUPg3 Stories via @AlianzaVHL @MartyMcCudden @orphandruganau,681,7.6304564,,0,30,False,7200,,AlianzaVHL~MartyMcCudden~orphandruganau,http://twitter.com/seqcomplete,False,None,en,44,06/19/14,http://twitter.com/seqcomplete/status/479530438382600192,Ljubljana,None,seqcomplete,http://twitter.com/SeqComplete/status/479530438382600192
RareDiseaseDay,False,None,#RareDiseaseDay is out! http://t.co/t9tpbWUPg3 Stories via @caresfoundation @savingcase @nj_tee,681,7.628869,,0,30,False,7200,,caresfoundation~savingcase~nj_tee,http://twitter.com/seqcomplete,False,None,en,44,06/20/14,http://twitter.com/seqcomplete/status/479892824381718528,Ljubljana,None,seqcomplete,http://twitter.com/SeqComplete/status/479892824381718528
RareDiseaseDay,False,None,#RareDiseaseDay is out! http://t.co/t9tpbWUPg3 Stories via @OrphanInsight @ceclindgren @alaszik,681,7.7122707,,0,30,False,7200,,OrphanInsight~ceclindgren~alaszik,http://twitter.com/seqcomplete,False,None,en,44,06/21/14,http://twitter.com/seqcomplete/status/480255229947305984,Ljubljana,None,seqcomplete,http://twitter.com/SeqComplete/status/480255229947305984
RareDiseaseDay,False,None,#RareDiseaseDay is out! http://t.co/t9tpbWUPg3 Stories via @JakeValasek @Elesfenoides @atulbutte,681,8.453308,,1,30,False,7200,,JakeValasek~Elesfenoides~atulbutte,http://twitter.com/seqcomplete,False,None,en,44,06/22/14,http://twitter.com/seqcomplete/status/480617603569033216,Ljubljana,None,seqcomplete,http://twitter.com/SeqComplete/status/480617603569033216
RareDiseaseDay~SeqComplete~A,False,None,Read #RareDiseaseDay From #SeqComplete ▸  today's top stories via @EKC83 @heatinformatics @savingcase http://t.co/dOWpIRyAK4 From #A,1214,7.3415995,"New York, NY",0,39,False,-14400,"Providing competitive intelligence, consulting services, news, & Internet buzz on global #OrphanDrug, #RareDisease, & #BTD developments.",EKC83~heatinformatics~savingcase,http://twitter.com/orphandruganau,False,None,en,587,06/23/14,http://twitter.com/orphandruganau/status/480878750045708289,Eastern Time (US & Canada),None,orphandruganau,http://twitter.com/orphandruganau/status/480878750045708289
RareDiseaseDay,False,None,RT @SeqComplete: #RareDiseaseDay is out! http://t.co/t9tpbWUPg3 Stories via @JakeValasek @Elesfenoides @atulbutte,1657,7.3809667,  Erick Santa Eulalia. ,1,47,False,None,Otro blog de imágenes médicas. Radiology resident writing another medical imaging blog. Flashes diagnósticos cotidianos. #ResidentesRadiodiagnóstico.,SeqComplete~JakeValasek~Elesfenoides~atulbutte,http://twitter.com/elesfenoides,False,None,es,2235,06/23/14,http://twitter.com/elesfenoides/status/480978120716324864,None,None,elesfenoides,http://twitter.com/Elesfenoides/status/480978120716324864
RareDiseaseDay,False,None,#RareDiseaseDay is out! http://t.co/t9tpbWUPg3 Stories via @cureforafuture @StefaniaArciell,681,9.404105,,1,30,False,7200,,cureforafuture~StefaniaArciell,http://twitter.com/seqcomplete,False,None,en,44,06/23/14,http://twitter.com/seqcomplete/status/480980003971407873,Ljubljana,None,seqcomplete,http://twitter.com/SeqComplete/status/480980003971407873
RareDiseaseDay,False,None,RT @SeqComplete: #RareDiseaseDay is out! http://t.co/t9tpbWUPg3 Stories via @cureforafuture @StefaniaArciell,64,7.6304564,,1,1,False,None,,SeqComplete~cureforafuture~StefaniaArciell,http://twitter.com/stefaniaarciell,False,None,it,1484,06/23/14,http://twitter.com/stefaniaarciell/status/480980126881288193,None,None,stefaniaarciell,http://twitter.com/StefaniaArciell/status/480980126881288193
RareDiseaseDay,False,None,Read #RareDiseaseDay From @SeqComplete ▸  today's top stories via @ejaction @CENAProject @GTfangirl http://t.co/dOWpIRyAK4,1214,7.2492146,"New York, NY",0,39,False,-14400,"Providing competitive intelligence, consulting services, news, & Internet buzz on global #OrphanDrug, #RareDisease, & #BTD developments.",SeqComplete~ejaction~CENAProject~GTfangirl,http://twitter.com/orphandruganau,False,None,en,587,06/23/14,http://twitter.com/orphandruganau/status/481222692301836288,Eastern Time (US & Canada),None,orphandruganau,http://twitter.com/orphandruganau/status/481222692301836288
RareDiseaseDay,False,None,Read #RareDiseaseDay http://t.co/4DfO5BpDV5,18,9.056351,Vermont,0,4,False,-14400,"Life Long Learner, Passionate Educator, Loves Exploring the Natural World",,http://twitter.com/dawnedwards11,False,None,en,24,06/23/14,http://twitter.com/dawnedwards11/status/481224479729668096,Eastern Time (US & Canada),None,dawnedwards11,http://twitter.com/DawnEdwards11/status/481224479729668096
RareDiseaseDay,False,None,#RareDiseaseDay is out! http://t.co/t9tpbWUPg3 Stories via @SirenInteract @memaryk @timguilfoyle2,681,9.282681,,1,30,False,7200,,SirenInteract~memaryk~timguilfoyle2,http://twitter.com/seqcomplete,False,None,en,44,06/24/14,http://twitter.com/seqcomplete/status/481342382982844416,Ljubljana,None,seqcomplete,http://twitter.com/SeqComplete/status/481342382982844416
RareDiseaseDay,False,None,Read #RareDiseaseDay From @SeqComplete ▸  today's top stories via @lmontheradio @BattenDiseaseUK @CanK30 http://t.co/dOWpIRyAK4,1214,7.4469094,"New York, NY",0,39,False,-14400,"Providing competitive intelligence, consulting services, news, & Internet buzz on global #OrphanDrug, #RareDisease, & #BTD developments.",SeqComplete~lmontheradio~BattenDiseaseUK~CanK30,http://twitter.com/orphandruganau,False,None,en,587,06/24/14,http://twitter.com/orphandruganau/status/481385695949254656,Eastern Time (US & Canada),None,orphandruganau,http://twitter.com/orphandruganau/status/481385695949254656
RareDiseaseDay,False,None,RT @SeqComplete: #RareDiseaseDay is out! http://t.co/t9tpbWUPg3 Stories via @SirenInteract @memaryk @timguilfoyle2,359,7.489274,"Chicago, IL",1,15,False,-18000,"Interactive relationship marketing agency focusing on #raredisease, #orphandrugs & #socpharm.",SeqComplete~SirenInteract~memaryk~timguilfoyle2,http://twitter.com/sireninteract,True,None,en,2,06/24/14,http://twitter.com/sireninteract/status/481497228767682562,Central Time (US & Canada),None,sireninteract,http://twitter.com/SirenInteract/status/481497228767682562
RareDiseaseDay,False,None,Read #RareDiseaseDay From @SeqComplete  http://t.co/dOWpIRyAK4,1214,8.363699,"New York, NY",0,39,False,-14400,"Providing competitive intelligence, consulting services, news, & Internet buzz on global #OrphanDrug, #RareDisease, & #BTD developments.",SeqComplete,http://twitter.com/orphandruganau,False,None,en,587,06/25/14,http://twitter.com/orphandruganau/status/481602219981029376,Eastern Time (US & Canada),None,orphandruganau,http://twitter.com/orphandruganau/status/481602219981029376
RareDiseaseDay,False,None,#RareDiseaseDay is out! http://t.co/t9tpbWUPg3 Stories via @ginareed38 @LESdarling @Stephane_HRnews,681,7.727927,,0,30,False,7200,,ginareed38~LESdarling~Stephane_HRnews,http://twitter.com/seqcomplete,False,None,en,44,06/25/14,http://twitter.com/seqcomplete/status/481704763177046017,Ljubljana,None,seqcomplete,http://twitter.com/SeqComplete/status/481704763177046017
RareDiseaseDay,False,None,"RT @jonnyjlm: Me and Jill, on da hill. @JJB4CURE #RareDiseaseDay http://t.co/nnJzHyV5Ql",462,7.809995,jonny lee miller | 1291 | 553,75,6,False,3600,Zorra psicópata. | la mujer que miraba las estrellas y soñaba con viajar | 》》》》| lectora compulsiva |,jonnyjlm~JJB4CURE,http://twitter.com/rockeachother__,True,None,es,6439,06/25/14,http://twitter.com/rockeachother__/status/481853838211964929,Lisbon,None,rockeachother__,http://twitter.com/rockeachother__/status/481853838211964929
RareDiseaseDay,False,None,Read #RareDiseaseDay From @SeqComplete  http://t.co/dOWpIRyAK4,1214,8.3844595,"New York, NY",0,39,False,-14400,"Providing competitive intelligence, consulting services, news, & Internet buzz on global #OrphanDrug, #RareDisease, & #BTD developments.",SeqComplete,http://twitter.com/orphandruganau,False,None,en,587,06/25/14,http://twitter.com/orphandruganau/status/481946382631071745,Eastern Time (US & Canada),None,orphandruganau,http://twitter.com/orphandruganau/status/481946382631071745
RareDiseaseDay,False,None,#RareDiseaseDay is out! http://t.co/t9tpbWUPg3 Stories via @ZHeatherChamp @alanROYGBIV @EricTopol,681,7.8820877,,0,30,False,7200,,ZHeatherChamp~alanROYGBIV~EricTopol,http://twitter.com/seqcomplete,False,None,en,44,06/26/14,http://twitter.com/seqcomplete/status/482067154452611072,Ljubljana,None,seqcomplete,http://twitter.com/SeqComplete/status/482067154452611072
RareDiseaseDay,False,None,"RT ""@SeqComplete: #RareDiseaseDay is out! http://t.co/JvS9Kv1euE Stories via @ZHeatherChamp @alanROYGBIV @EricTopol""",2010,11.39095,Llanboidy  West Wales,1,65,False,-36000,"ACTIVE Wheelchair user
Retire due to ill health (Ataxia, Rare Neurological condition) PASSIONATE about Inclusion for disabled citizens - views are mine",SeqComplete~ZHeatherChamp~alanROYGBIV~EricTopol,http://twitter.com/alanroygbiv,False,None,en,57,06/26/14,http://twitter.com/alanroygbiv/status/482068735797501952,Hawaii,None,alanroygbiv,http://twitter.com/alanROYGBIV/status/482068735797501952
RareDiseaseDay,False,None,"RT @alanROYGBIV: RT ""@SeqComplete: #RareDiseaseDay is out! http://t.co/JvS9Kv1euE Stories via @ZHeatherChamp @alanROYGBIV @EricTopol""",9528,7.3781466,,1,100,False,3600,"Well im head admin at cyberforums, experienced in forum software, tech nerd, for the last few years! , Experienced pen tester including XSS, RFI, SQLI and more",alanROYGBIV~SeqComplete~ZHeatherChamp~alanROYGBIV~EricTopol,http://twitter.com/afulton2010,True,None,en,45,06/26/14,http://twitter.com/afulton2010/status/482069433364783105,London,None,afulton2010,http://twitter.com/Afulton2010/status/482069433364783105
RareDiseaseDay,False,None,Read #RareDiseaseDay From @SeqComplete ▸ http://t.co/dOWpIRyAK4,1214,8.414727,"New York, NY",0,39,False,-14400,"Providing competitive intelligence, consulting services, news, & Internet buzz on global #OrphanDrug, #RareDisease, & #BTD developments.",SeqComplete,http://twitter.com/orphandruganau,False,None,en,587,06/26/14,http://twitter.com/orphandruganau/status/482155093660164096,Eastern Time (US & Canada),None,orphandruganau,http://twitter.com/orphandruganau/status/482155093660164096
RareDiseaseDay,False,None,Read #RareDiseaseDay From @SeqComplete  http://t.co/dOWpIRyAK4,1214,12.260633,"New York, NY",1,39,False,-14400,"Providing competitive intelligence, consulting services, news, & Internet buzz on global #OrphanDrug, #RareDisease, & #BTD developments.",SeqComplete,http://twitter.com/orphandruganau,False,None,en,587,06/26/14,http://twitter.com/orphandruganau/status/482310480623443968,Eastern Time (US & Canada),None,orphandruganau,http://twitter.com/orphandruganau/status/482310480623443968
RareDiseaseDay,False,None,RT @orphandruganau: Read #RareDiseaseDay From @SeqComplete  http://t.co/dOWpIRyAK4,721,11.278443,"GRT BRITAIN, .",1,25,False,None,"NOTHING VENTURED, NOTHING GAINED..",orphandruganau~SeqComplete,http://twitter.com/therecycla,False,None,en,658,06/26/14,http://twitter.com/therecycla/status/482311282734170112,None,None,therecycla,http://twitter.com/therecycla/status/482311282734170112
RareDiseaseDay,False,None,#RareDiseaseDay is out! http://t.co/t9tpbWUPg3 Stories via @caresfoundation @GlobalGenes @RareGenomics,681,9.60016,,2,30,False,7200,,caresfoundation~GlobalGenes~RareGenomics,http://twitter.com/seqcomplete,False,None,en,44,06/27/14,http://twitter.com/seqcomplete/status/482429539805843456,Ljubljana,None,seqcomplete,http://twitter.com/SeqComplete/status/482429539805843456
RareDiseaseDay,False,None,#RareDiseaseDay is out! http://t.co/t9tpbWUPg3 Stories via @SanfordCoRDS @JFCConsultants @SeqComplete,681,7.7122707,,0,30,False,7200,,SanfordCoRDS~JFCConsultants~SeqComplete,http://twitter.com/seqcomplete,False,None,en,44,06/28/14,http://twitter.com/seqcomplete/status/482791926861950976,Ljubljana,None,seqcomplete,http://twitter.com/SeqComplete/status/482791926861950976
RareDiseaseDay,False,None,Read #RareDiseaseDay From @SeqComplete ▸  today's top stories via @RareDayUS @NPCFund @premierresearch http://t.co/dOWpIRyAK4,1214,8.257139,"New York, NY",1,39,False,-14400,"Providing competitive intelligence, consulting services, news, & Internet buzz on global #OrphanDrug, #RareDisease, & #BTD developments.",SeqComplete~RareDayUS~NPCFund~premierresearch,http://twitter.com/orphandruganau,False,None,en,587,06/28/14,http://twitter.com/orphandruganau/status/482881388597633024,Eastern Time (US & Canada),None,orphandruganau,http://twitter.com/orphandruganau/status/482881388597633024
RareDiseaseDay,False,None,RT @orphandruganau: Read #RareDiseaseDay From @SeqComplete ▸  today's top stories via @RareDayUS @NPCFund @premierresearch http://t.co/dOWp…,763,7.2080603,Philadelphia,1,23,False,-14400,One thousand people anticipating the unexpected. Global clinical research. It's what we do. Best.,orphandruganau~SeqComplete~RareDayUS~NPCFund~premierresearch,http://twitter.com/premierresearch,True,None,en,341,06/28/14,http://twitter.com/premierresearch/status/482902451985850369,Eastern Time (US & Canada),None,premierresearch,http://twitter.com/premierresearch/status/482902451985850369
